symbol,underlying,underlying_name,side,expiry,dte,strike,underlying_price,moneyness_pct,last,volume,open_interest,vol_oi_ratio,turnover,implied_volatility_pct,big_order_flag,volume_spike_flag,big_order_score,volume_spike_score,liquidity_score,total_score,source
CIEN260327C00415000,CIEN.US,CIEN,C,2026-03-27,9,415.0,385.26,7.72,12.5,506,4,101.2,632500.0,79.82,True,True,97.78,96.42,0.0,97.17,yfinance
MU260417P00460000,MU.US,美光科技,P,2026-04-17,30,460.0,461.73,-0.37,35.6,3235,527,6.127,11516600.0,68.39,True,True,100.0,93.19,0.0,96.94,yfinance
PLTR260515C00100000,PLTR.US,PLTR,C,2026-05-15,58,100.0,152.77,-34.54,54.9,4500,423,10.613,24705000.0,86.3,True,True,100.0,93.1,0.0,96.9,yfinance
CSGP260417P00070000,CSGP.US,CSGP,P,2026-04-17,30,70.0,43.11,62.38,26.7,99,20,4.714,264330.0,61.72,True,True,100.0,92.5,0.0,96.62,yfinance
JBL260327C00260000,JBL.US,JBL,C,2026-03-27,9,260.0,258.67,0.51,7.0,102,10,9.273,71400.0,48.17,True,True,100.0,92.31,0.0,96.54,yfinance
FSLR260417P00280000,FSLR.US,FSLR,P,2026-04-17,30,280.0,197.81,41.55,85.1,190,87,2.159,1616900.0,73.58,True,True,100.0,91.02,0.0,95.96,yfinance
INSM260417P00190000,INSM.US,INSM,P,2026-04-17,30,190.0,142.7,33.15,50.43,85,69,1.214,428655.0,79.75,True,True,100.0,90.0,0.0,95.5,yfinance
SMTC260417C00090000,SMTC.US,SMTC,C,2026-04-17,30,90.0,73.37,22.67,1.45,324,206,1.565,46980.0,64.55,True,True,100.0,90.0,0.0,95.5,yfinance
CEG260402C00330000,CEG.US,CEG,C,2026-04-02,15,330.0,317.22,4.03,10.87,343,67,5.044,372841.0,58.98,True,True,93.33,95.78,0.0,94.43,yfinance
CIEN260424C00430000,CIEN.US,CIEN,C,2026-04-24,37,430.0,385.26,11.61,22.0,255,1,127.5,561000.0,76.93,True,True,93.33,94.78,0.0,93.98,yfinance
SIG260417P00140000,SIG.US,SIG,P,2026-04-17,30,140.0,78.77,77.73,40.3,101,0,101.0,407030.0,0.0,True,True,88.89,100.0,0.0,93.89,yfinance
SNEX260417C00130000,SNEX.US,SNEX,C,2026-04-17,30,130.0,104.49,24.41,6.25,10,14,0.667,6250.0,72.93,True,True,100.0,85.0,0.0,93.25,yfinance
CVI260417C00030000,CVI.US,CVI,C,2026-04-17,30,30.0,32.91,-8.84,4.1,1413,1633,0.865,579330.0,64.84,True,True,100.0,85.0,0.0,93.25,yfinance
MORN260417C00165000,MORN.US,MORN,C,2026-04-17,30,165.0,183.24,-9.95,18.68,1,1,0.5,1868.0,54.81,True,True,100.0,85.0,0.0,93.25,yfinance
MASI260417C175000.US,MASI.US,MASI,C,2026-04-17,30,175.0,176.07,-0.61,2.16,1,75,0.013,216.0,4.9,True,True,91.67,94.12,0.0,92.77,longbridge
LULU260515P155000.US,LULU.US,LULU,P,2026-05-15,58,155.0,165.39,-6.28,6.7,445,431,1.03,282436.0,45.8,True,True,100.0,83.85,0.0,92.73,longbridge
EOG260402C00106000,EOG.US,EOG,C,2026-04-02,15,106.0,137.52,-22.92,27.3,615,615,0.998,1678950.0,97.53,True,True,100.0,83.64,0.0,92.64,yfinance
CIEN260327P00365000,CIEN.US,CIEN,P,2026-03-27,9,365.0,385.26,-5.26,10.38,505,9,50.5,524190.0,78.92,True,True,91.11,94.48,0.0,92.63,yfinance
NVT260515C00135000,NVT.US,NVT,C,2026-05-15,58,135.0,120.27,12.25,4.73,9858,3482,2.83,4662834.0,52.65,True,True,100.0,83.33,0.0,92.5,yfinance
CIEN260327P00355000,CIEN.US,CIEN,P,2026-03-27,9,355.0,385.26,-7.85,7.73,517,14,34.467,399641.0,79.43,True,True,88.89,96.12,0.0,92.14,yfinance
FSLR260417P00330000,FSLR.US,FSLR,P,2026-04-17,30,330.0,197.81,66.83,129.45,60,0,60.0,776700.0,105.64,True,True,96.97,85.71,0.0,91.9,yfinance
SRPT260327P00018500,SRPT.US,SRPT,P,2026-03-27,9,18.5,17.16,7.81,3.03,108,25,4.154,32724.0,130.96,True,True,93.33,89.09,0.0,91.42,yfinance
M260515C00016000,M.US,M,C,2026-05-15,58,16.0,17.72,-9.71,2.55,189,20,9.0,48195.0,57.13,True,True,100.0,80.4,0.0,91.18,yfinance
APLS260417P17000.US,APLS.US,APLS,P,2026-04-17,30,17.0,17.89,-4.97,0.85,51,66,0.761,3345.0,63.7,True,True,87.5,94.55,0.0,90.67,longbridge
TWLO260424P00126000,TWLO.US,TWLO,P,2026-04-24,37,126.0,126.55,-0.43,8.11,38,11,3.167,30818.0,55.59,True,True,88.0,93.51,0.0,90.48,yfinance
ALNY260417C00350000,ALNY.US,ALNY,C,2026-04-17,30,350.0,314.8,11.18,6.0,234,331,0.705,140400.0,43.73,True,True,100.0,77.5,0.0,89.88,yfinance
AMKR260417C48000.US,AMKR.US,AMKR,C,2026-04-17,30,48.0,46.87,2.41,3.65,77,86,0.885,23030.0,75.4,True,True,100.0,77.27,0.0,89.77,longbridge
APLS260417P20000.US,APLS.US,APLS,P,2026-04-17,30,20.0,17.89,11.79,2.35,38,733,0.052,9330.0,48.0,True,True,100.0,77.27,0.0,89.77,longbridge
FSLR260402C00200000,FSLR.US,FSLR,C,2026-04-02,15,200.0,197.81,1.11,7.75,208,82,2.506,161200.0,53.91,True,True,84.85,95.71,0.0,89.74,yfinance
DVN260417C47500.US,DVN.US,DVN,C,2026-04-17,30,47.5,48.16,-1.37,2.52,1314,4707,0.279,288518.0,37.5,True,True,100.0,76.98,0.0,89.64,longbridge
KTOS260327C00087000,KTOS.US,KTOS,C,2026-03-27,9,87.0,93.04,-6.49,5.8,141,96,1.454,81780.0,83.45,True,True,91.18,87.45,0.0,89.5,yfinance
YELP260515P00024000,YELP.US,YELP,P,2026-05-15,58,24.0,24.32,-1.32,1.55,48,58,0.814,7440.0,45.36,True,True,100.0,76.67,0.0,89.5,yfinance
KBH260417C00060000,KBH.US,KBH,C,2026-04-17,30,60.0,53.2,12.78,0.8,5002,107,46.315,400160.0,46.83,True,True,100.0,76.67,0.0,89.5,yfinance
WDC260327C00297500,WDC.US,WDC,C,2026-03-27,9,297.5,304.9,-2.43,20.3,415,46,8.83,842450.0,79.11,True,True,86.79,91.9,0.0,89.09,yfinance
PDD260417C00120000,PDD.US,PDD,C,2026-04-17,30,120.0,100.72,19.14,1.09,23521,16283,1.444,2563789.0,52.88,True,True,96.43,80.0,0.0,89.04,yfinance
PSTG260417P00060000,PSTG.US,PSTG,P,2026-04-17,30,60.0,64.39,-6.82,2.1,358,252,1.415,75180.0,54.91,True,True,80.0,100.0,0.0,89.0,yfinance
TWLO260417C00095000,TWLO.US,TWLO,C,2026-04-17,30,95.0,126.55,-24.93,29.0,54,56,0.947,156600.0,85.72,True,True,100.0,74.59,0.0,88.57,yfinance
MU260327C00480000,MU.US,美光科技,C,2026-03-27,9,480.0,461.73,3.96,17.51,2593,768,3.372,4540343.0,82.17,True,True,90.09,86.2,0.0,88.34,yfinance
NXT260417C00105000,NXT.US,NXT,C,2026-04-17,30,105.0,115.38,-9.0,15.5,272,305,0.889,421600.0,67.99,True,True,87.5,88.18,0.0,87.81,yfinance
NXT260515P00120000,NXT.US,NXT,P,2026-05-15,58,120.0,115.38,4.0,12.5,363,1064,0.341,453750.0,65.37,True,True,100.0,72.73,0.0,87.73,yfinance
NVT260417C00125000,NVT.US,NVT,C,2026-04-17,30,125.0,120.27,3.93,4.62,1067,71,14.819,492954.0,50.68,True,True,83.33,92.22,0.0,87.33,yfinance
PATH260402P00012000,PATH.US,PATH,P,2026-04-02,15,12.0,12.45,-3.61,0.46,3158,646,4.881,145268.0,67.38,True,True,91.67,81.94,0.0,87.29,yfinance
PATH260417P00011000,PATH.US,PATH,P,2026-04-17,30,11.0,12.45,-11.65,0.36,5943,3847,1.544,213948.0,67.97,True,True,95.83,76.67,0.0,87.21,yfinance
CTRA260417C00022000,CTRA.US,CTRA,C,2026-04-17,30,22.0,33.47,-34.27,8.7,75,0,75.0,65250.0,67.19,True,True,88.89,85.0,0.0,87.14,yfinance
JBHT260515P210000.US,JBHT.US,JBHT,P,2026-05-15,58,210.0,197.64,6.25,19.4,20,932,0.021,40590.0,41.6,True,True,100.0,71.25,0.0,87.06,longbridge
DOCN260515C00085000,DOCN.US,DOCN,C,2026-05-15,58,85.0,82.48,3.06,12.0,381,54,6.927,457200.0,88.83,True,True,86.96,87.06,0.0,87.0,yfinance
DOCU260417C00047500,DOCU.US,DOCU,C,2026-04-17,30,47.5,48.9,-2.86,3.7,700,508,1.375,259000.0,52.64,True,True,100.0,70.8,0.0,86.86,yfinance
WSM260417P00185000,WSM.US,WSM,P,2026-04-17,30,185.0,184.1,0.49,9.6,1312,1323,0.991,1259520.0,48.72,True,True,100.0,70.0,0.0,86.5,yfinance
PGR260402P00225000,PGR.US,PGR,P,2026-04-02,15,225.0,201.17,11.85,17.58,43,44,0.956,75594.0,33.94,True,True,93.33,77.83,0.0,86.36,yfinance
FSLR260327P00255000,FSLR.US,FSLR,P,2026-03-27,9,255.0,197.81,28.91,56.15,42,0,42.0,235830.0,66.21,True,True,93.94,76.53,0.0,86.11,yfinance
CORT260515P00070000,CORT.US,CORT,P,2026-05-15,58,70.0,33.3,110.21,33.32,35,8,3.889,116620.0,0.0,True,True,100.0,69.0,0.0,86.05,yfinance
PDD260327C00103000,PDD.US,PDD,C,2026-03-27,9,103.0,100.72,2.26,3.5,1861,498,3.729,651350.0,66.53,True,True,89.29,80.98,0.0,85.55,yfinance
WDC260417P00280000,WDC.US,WDC,P,2026-04-17,30,280.0,304.9,-8.17,16.0,529,265,1.989,846400.0,78.19,True,True,88.68,81.14,0.0,85.29,yfinance
CEG260515C00370000,CEG.US,CEG,C,2026-05-15,58,370.0,317.22,16.64,10.42,249,188,1.317,259458.0,53.33,True,True,86.67,83.56,0.0,85.27,yfinance
SNDK260515C900000.US,SNDK.US,SNDK,C,2026-05-15,58,900.0,753.69,19.41,75.58,280,291,0.959,1877703.0,102.8,True,True,94.74,73.57,0.0,85.21,longbridge
TWLO260424P00125000,TWLO.US,TWLO,P,2026-04-24,37,125.0,126.55,-1.22,7.66,32,14,2.133,24512.0,51.03,True,True,84.0,86.49,0.0,85.12,yfinance
NTNX260417P00085000,NTNX.US,NTNX,P,2026-04-17,30,85.0,41.47,104.97,10.7,60,61,0.968,64200.0,0.0,True,True,100.0,66.67,0.0,85.0,yfinance
FIVE260417P00210000,FIVE.US,FIVE,P,2026-04-17,30,210.0,212.47,-1.16,12.2,156,54,2.836,190320.0,55.24,True,True,85.71,84.0,0.0,84.94,yfinance
AES260515P00020000,AES.US,AES,P,2026-05-15,58,20.0,14.18,41.04,3.6,300,301,0.993,108000.0,91.7,True,True,100.0,65.0,0.0,84.25,yfinance
HRMY260417C00017500,HRMY.US,HRMY,C,2026-04-17,30,17.5,27.85,-37.16,20.9,12,11,1.0,25080.0,0.0,True,True,100.0,65.0,0.0,84.25,yfinance
INSM260515C00115000,INSM.US,INSM,C,2026-05-15,58,115.0,142.7,-19.41,47.23,32,16,1.882,151136.0,67.55,True,True,88.89,78.46,0.0,84.2,yfinance
DVN260327C48000.US,DVN.US,DVN,C,2026-03-27,9,48.0,48.16,-0.33,1.18,843,3852,0.219,84528.0,34.7,True,True,93.1,73.26,0.0,84.17,longbridge
KTOS260327C00100000,KTOS.US,KTOS,C,2026-03-27,9,100.0,93.04,7.48,2.16,375,463,0.808,81000.0,79.05,True,True,88.24,78.82,0.0,84.0,yfinance
MU260417P00470000,MU.US,美光科技,P,2026-04-17,30,470.0,461.73,1.79,41.0,1195,474,2.516,4899500.0,68.46,True,True,93.69,72.11,0.0,83.98,yfinance
DHI260327P00175000,DHI.US,DHI,P,2026-03-27,9,175.0,137.25,27.5,33.9,50,11,4.167,169500.0,106.59,True,True,100.0,62.9,0.0,83.31,yfinance
M260327P00018000,M.US,M,P,2026-03-27,9,18.0,17.72,1.58,0.88,269,117,2.28,23672.0,54.69,True,True,82.35,84.0,0.0,83.09,yfinance
PGR260402P00195000,PGR.US,PGR,P,2026-04-02,15,195.0,201.17,-3.07,2.0,127,161,0.784,25400.0,32.53,True,True,86.67,77.83,0.0,82.69,yfinance
DOCU260424C00055000,DOCU.US,DOCU,C,2026-04-24,37,55.0,48.9,12.47,1.13,347,32,10.515,39211.0,55.42,True,True,76.47,89.6,0.0,82.38,yfinance
WDC260327C00350000,WDC.US,WDC,C,2026-03-27,9,350.0,304.9,14.79,2.95,2917,2144,1.36,860515.0,77.38,True,True,90.57,72.03,0.0,82.23,yfinance
DOCU260327C00052000,DOCU.US,DOCU,C,2026-03-27,9,52.0,48.9,6.34,0.65,1653,1486,1.112,107445.0,53.52,True,True,94.12,67.6,0.0,82.19,yfinance
MU260327C00467500,MU.US,美光科技,C,2026-03-27,9,467.5,461.73,1.25,22.6,1482,357,4.14,3349320.0,83.86,True,True,81.08,82.95,0.0,81.92,yfinance
WDC260417P00320000,WDC.US,WDC,P,2026-04-17,30,320.0,304.9,4.95,31.65,226,61,3.645,715290.0,76.35,True,True,84.91,77.59,0.0,81.62,yfinance
MU260327C00455000,MU.US,美光科技,C,2026-03-27,9,455.0,461.73,-1.46,29.1,1226,389,3.144,3567660.0,82.97,True,True,84.68,77.89,0.0,81.62,yfinance
CORT260515P00040000,CORT.US,CORT,P,2026-05-15,58,40.0,33.3,20.12,7.19,50,12,3.846,35950.0,52.1,True,True,71.43,94.0,0.0,81.59,yfinance
DHI260417P00185000,DHI.US,DHI,P,2026-04-17,30,185.0,137.25,34.79,32.8,42,0,42.0,137760.0,78.71,True,True,90.48,70.65,0.0,81.56,yfinance
MU260327C00460000,MU.US,美光科技,C,2026-03-27,9,460.0,461.73,-0.37,27.0,1750,1136,1.539,4725000.0,83.53,True,True,92.79,64.58,0.0,80.1,yfinance
MU260327C00465000,MU.US,美光科技,C,2026-03-27,9,465.0,461.73,0.71,23.7,1300,365,3.552,3081000.0,83.0,True,True,80.18,79.82,0.0,80.02,yfinance
JBHT260515P200000.US,JBHT.US,JBHT,P,2026-05-15,58,200.0,197.64,1.19,14.9,13,277,0.047,19360.0,46.1,True,True,90.91,66.25,0.0,79.81,longbridge
PLTR260327P00150000,PLTR.US,PLTR,P,2026-03-27,9,150.0,152.77,-1.81,3.65,4566,3711,1.23,1666590.0,49.15,True,True,82.98,75.07,0.0,79.42,yfinance
LUMN260327C00006000,LUMN.US,LUMN,C,2026-03-27,9,6.0,6.56,-8.54,0.98,218,212,1.023,21364.0,64.06,True,True,80.0,78.18,0.0,79.18,yfinance
MU260327C00470000,MU.US,美光科技,C,2026-03-27,9,470.0,461.73,1.79,21.5,1573,671,2.341,3381950.0,82.7,True,True,81.98,75.48,0.0,79.06,yfinance
DVN260402C50000.US,DVN.US,DVN,C,2026-04-02,15,50.0,48.16,3.82,0.69,656,790,0.829,44097.0,34.6,True,True,75.86,82.56,0.0,78.88,longbridge
TPH260417C45000.US,TPH.US,TPH,C,2026-04-17,30,45.0,46.58,-3.39,1.84,1,29,0.033,184.0,10.5,True,True,75.0,83.33,0.0,78.75,longbridge
LULU260515C165000.US,LULU.US,LULU,C,2026-05-15,58,165.0,165.39,-0.24,12.0,193,201,0.955,225756.0,42.4,True,True,88.89,66.15,0.0,78.66,longbridge
PR260417C00010000,PR.US,PR,C,2026-04-17,30,10.0,19.61,-49.01,4.8,100,108,0.917,48000.0,155.86,True,True,100.0,52.5,0.0,78.62,yfinance
CIEN260417P00170000,CIEN.US,CIEN,P,2026-04-17,30,170.0,385.26,-55.87,0.6,3500,2036,1.718,210000.0,99.22,True,True,77.78,79.4,0.0,78.51,yfinance
SNDK260515C770000.US,SNDK.US,SNDK,C,2026-05-15,58,770.0,753.69,2.16,121.2,130,141,0.915,1543251.0,105.0,True,True,89.47,65.0,0.0,78.46,longbridge
WDC260327C00370000,WDC.US,WDC,C,2026-03-27,9,370.0,304.9,21.35,1.25,4026,29,134.2,503250.0,77.69,True,True,60.38,100.0,0.0,78.21,yfinance
CIEN260417P00400000,CIEN.US,CIEN,P,2026-04-17,30,400.0,385.26,3.83,41.14,57,12,4.385,234498.0,72.35,True,True,80.0,75.22,0.0,77.85,yfinance
SNDK260515C800000.US,SNDK.US,SNDK,C,2026-05-15,58,800.0,753.69,6.14,109.0,273,578,0.472,2608272.0,104.4,True,True,100.0,50.71,0.0,77.82,longbridge
WDC260327C00200000,WDC.US,WDC,C,2026-03-27,9,200.0,304.9,-34.4,68.3,162,102,1.573,1106460.0,155.13,True,True,96.23,54.81,0.0,77.59,yfinance
PEN260417C00250000,PEN.US,PEN,C,2026-04-17,30,250.0,338.24,-26.09,69.3,20,23,0.833,138600.0,170.92,True,True,100.0,50.0,0.0,77.5,yfinance
INCY260417C00080000,INCY.US,INCY,C,2026-04-17,30,80.0,92.24,-13.27,16.58,20,39,0.5,33160.0,74.49,True,True,100.0,50.0,0.0,77.5,yfinance
EOG260402C00118000,EOG.US,EOG,C,2026-04-02,15,118.0,137.52,-14.19,9.11,52,59,0.867,47372.0,77.03,True,True,95.45,55.15,0.0,77.31,yfinance
WDC260402C00320000,WDC.US,WDC,C,2026-04-02,15,320.0,304.9,4.95,15.05,380,128,2.946,571900.0,78.74,True,True,71.7,83.54,0.0,77.03,yfinance
FIVE260417P00195000,FIVE.US,FIVE,P,2026-04-17,30,195.0,212.47,-8.22,6.5,130,24,5.2,84500.0,55.03,True,True,71.43,83.0,0.0,76.64,yfinance
PDD260402C00120000,PDD.US,PDD,C,2026-04-02,15,120.0,100.72,19.14,0.7,4695,67,69.044,328650.0,68.51,True,True,60.71,95.85,0.0,76.52,yfinance
AMT260417P170000.US,AMT.US,AMT,P,2026-04-17,30,170.0,180.69,-5.92,2.35,28,2346,0.012,5785.0,32.5,True,True,90.0,59.33,0.0,76.2,longbridge
AMKR260417C50000.US,AMKR.US,AMKR,C,2026-04-17,30,50.0,46.87,6.68,2.26,96,393,0.244,22695.0,63.6,True,True,87.5,61.82,0.0,75.94,longbridge
DOCN260417P00062500,DOCN.US,DOCN,P,2026-04-17,30,62.5,82.48,-24.22,1.24,1443,369,3.9,178932.0,86.28,True,True,65.22,88.82,0.0,75.84,yfinance
DOCU260417P00047500,DOCU.US,DOCU,P,2026-04-17,30,47.5,48.9,-2.86,2.14,285,203,1.397,60990.0,51.37,True,True,82.35,67.6,0.0,75.71,yfinance
DOCN260417C00085000,DOCN.US,DOCN,C,2026-04-17,30,85.0,82.48,3.06,7.1,389,283,1.37,276190.0,80.25,True,True,82.61,67.06,0.0,75.61,yfinance
PSTG260417C00065000,PSTG.US,PSTG,C,2026-04-17,30,65.0,64.39,0.95,3.9,198,679,0.291,77220.0,55.86,True,True,100.0,45.0,0.0,75.25,yfinance
CEG260501P00305000,CEG.US,CEG,P,2026-05-01,44,305.0,317.22,-3.85,16.27,90,1,45.0,146430.0,50.26,True,True,70.0,81.33,0.0,75.1,yfinance
FSLR260410C00170000,FSLR.US,FSLR,C,2026-04-10,23,170.0,197.81,-14.06,32.0,36,1,18.0,115200.0,57.78,True,True,78.79,70.2,0.0,74.92,yfinance
NXT260515C00040000,NXT.US,NXT,C,2026-05-15,58,40.0,115.38,-65.33,76.0,22,9,2.2,167200.0,142.19,True,True,75.0,74.55,0.0,74.8,yfinance
AMT260417C190000.US,AMT.US,AMT,C,2026-04-17,30,190.0,180.69,5.15,2.3,27,485,0.056,5689.0,26.1,True,True,80.0,68.0,0.0,74.6,longbridge
CEG260417P00370000,CEG.US,CEG,P,2026-04-17,30,370.0,317.22,16.64,56.6,60,60,0.984,339600.0,52.14,True,True,90.0,55.33,0.0,74.4,yfinance
KTOS260515P00092500,KTOS.US,KTOS,P,2026-05-15,58,92.5,93.04,-0.58,11.1,79,155,0.506,87690.0,76.71,True,True,97.06,46.47,0.0,74.29,yfinance
DOCN260515C00095000,DOCN.US,DOCN,C,2026-05-15,58,95.0,82.48,15.18,8.28,273,104,2.6,226044.0,87.07,True,True,78.26,69.41,0.0,74.28,yfinance
M260327C00018000,M.US,M,C,2026-03-27,9,18.0,17.72,1.58,0.58,450,486,0.924,26100.0,58.59,True,True,88.24,56.8,0.0,74.09,yfinance
PLTR260327C00152500,PLTR.US,PLTR,C,2026-03-27,9,152.5,152.77,-0.18,5.01,2408,1393,1.727,1206408.0,49.76,True,True,74.47,73.24,0.0,73.92,yfinance
DVN260515C45000.US,DVN.US,DVN,C,2026-05-15,58,45.0,48.16,-6.56,4.9,222,3006,0.074,103661.0,37.7,True,True,96.55,46.05,0.0,73.83,longbridge
OVV260417C00039000,OVV.US,OVV,C,2026-04-17,30,39.0,56.03,-30.39,13.5,24,0,24.0,32400.0,85.16,True,True,100.0,41.67,0.0,73.75,yfinance
M260327P00017500,M.US,M,P,2026-03-27,9,17.5,17.72,-1.24,0.55,267,53,4.944,14685.0,57.62,True,True,58.82,92.0,0.0,73.75,yfinance
DOCN260515C00100000,DOCN.US,DOCN,C,2026-05-15,58,100.0,82.48,21.24,5.6,320,90,3.516,179200.0,88.17,True,True,69.57,78.82,0.0,73.73,yfinance
PEN260417C00230000,PEN.US,PEN,C,2026-04-17,30,230.0,338.24,-32.0,87.38,10,6,1.429,87380.0,196.23,True,True,75.0,72.0,0.0,73.65,yfinance
APLS260417P16000.US,APLS.US,APLS,P,2026-04-17,30,16.0,17.89,-10.56,0.45,20,14,1.333,900.0,60.8,True,True,62.5,87.27,0.0,73.65,longbridge
JBHT260515C240000.US,JBHT.US,JBHT,C,2026-05-15,58,240.0,197.64,21.43,1.4,33,90,0.363,5205.0,35.7,True,True,54.55,96.25,0.0,73.31,longbridge
NVT260417P00120000,NVT.US,NVT,P,2026-04-17,30,120.0,120.27,-0.22,6.15,215,18,11.316,132225.0,48.25,True,True,66.67,81.11,0.0,73.17,yfinance
PATH260327C00013000,PATH.US,PATH,C,2026-03-27,9,13.0,12.45,4.42,0.35,3828,4076,0.939,133980.0,70.31,True,True,87.5,55.0,0.0,72.88,yfinance
DHI260327P00172500,DHI.US,DHI,P,2026-03-27,9,172.5,137.25,25.68,29.29,36,0,36.0,105444.0,99.46,True,True,80.95,62.9,0.0,72.83,yfinance
OVV260417P00048000,OVV.US,OVV,P,2026-04-17,30,48.0,56.03,-14.33,0.6,501,844,0.593,30060.0,48.24,True,True,75.0,70.0,0.0,72.75,yfinance
DVN260417P47500.US,DVN.US,DVN,P,2026-04-17,30,47.5,48.16,-1.37,1.82,153,32,4.636,30464.0,40.6,True,True,68.97,77.21,0.0,72.68,longbridge
GPK260417C10000.US,GPK.US,GPK,C,2026-04-17,30,10.0,9.6,4.17,0.4,4,266,0.015,160.0,49.8,True,True,66.67,80.0,0.0,72.67,longbridge
INSM260515P00145000,INSM.US,INSM,P,2026-05-15,58,145.0,142.7,1.61,15.9,43,47,0.896,68370.0,50.87,True,True,66.67,80.0,0.0,72.67,yfinance
PLTR260417P00155000,PLTR.US,PLTR,P,2026-04-17,30,155.0,152.77,1.46,9.45,2687,4744,0.566,2539215.0,46.08,True,True,95.74,44.08,0.0,72.49,yfinance
M260327P00018500,M.US,M,P,2026-03-27,9,18.5,17.72,4.4,1.13,188,42,4.372,21244.0,55.47,True,True,70.59,74.0,0.0,72.12,yfinance
GIS260417P37500.US,GIS.US,GIS,P,2026-04-17,30,37.5,37.59,-0.24,1.53,1262,1618,0.779,162386.0,38.4,True,True,75.0,68.0,0.0,71.85,longbridge
LUMN260410C00002000,LUMN.US,LUMN,C,2026-04-10,23,2.0,6.56,-69.51,4.71,100,100,0.99,47100.0,747.66,True,True,93.33,45.45,0.0,71.78,yfinance
APLS260417P19000.US,APLS.US,APLS,P,2026-04-17,30,19.0,17.89,6.2,1.8,15,84,0.176,2700.0,57.6,True,True,75.0,67.27,0.0,71.52,longbridge
DHI260417P00135000,DHI.US,DHI,P,2026-04-17,30,135.0,137.25,-1.64,4.61,209,162,1.282,96349.0,38.31,True,True,71.43,71.29,0.0,71.37,yfinance
