symbol,underlying,underlying_name,side,expiry,dte,strike,underlying_price,moneyness_pct,last,volume,open_interest,vol_oi_ratio,turnover,implied_volatility_pct,big_order_flag,volume_spike_flag,big_order_score,volume_spike_score,liquidity_score,total_score,source
CEG260417C00320000,CEG.US,CEG,C,2026-04-17,30,320.0,317.22,0.88,18.3,205,414,0.494,375150.0,54.21,True,True,96.67,40.0,0.0,71.17,yfinance
PDD260417C00115000,PDD.US,PDD,C,2026-04-17,30,115.0,100.72,14.18,1.45,4399,6010,0.732,637855.0,51.27,True,True,85.71,53.17,0.0,71.07,yfinance
WSM260515C00200000,WSM.US,WSM,C,2026-05-15,58,200.0,184.1,8.64,8.7,403,11,33.583,350610.0,44.22,True,True,75.0,65.45,0.0,70.7,yfinance
EOG260402P00106000,EOG.US,EOG,P,2026-04-02,15,106.0,137.52,-22.92,0.4,615,615,0.998,24600.0,95.12,True,True,59.09,83.64,0.0,70.14,yfinance
ACLS260417C00075000,ACLS.US,ACLS,C,2026-04-17,30,75.0,85.74,-12.53,13.5,6,8,0.667,8100.0,75.93,True,True,100.0,33.33,0.0,70.0,yfinance
BTSG260417C00015000,BTSG.US,BTSG,C,2026-04-17,30,15.0,43.07,-65.17,26.69,50,56,0.877,133450.0,254.88,True,True,100.0,33.33,0.0,70.0,yfinance
CIEN260410C00370000,CIEN.US,CIEN,C,2026-04-10,23,370.0,385.26,-3.96,45.15,43,9,4.3,194145.0,80.33,True,True,73.33,65.37,0.0,69.75,yfinance
GME260327C00024000,GME.US,GME,C,2026-03-27,9,24.0,23.36,2.74,0.59,2282,3717,0.614,134638.0,54.88,True,True,80.0,56.49,0.0,69.42,yfinance
FSLR260402C00215000,FSLR.US,FSLR,C,2026-04-02,15,215.0,197.81,8.69,2.6,203,73,2.743,52780.0,50.71,True,True,48.48,94.9,0.0,69.37,yfinance
PDD260402P00120000,PDD.US,PDD,P,2026-04-02,15,120.0,100.72,19.14,16.45,475,476,0.996,781375.0,74.46,True,True,92.86,39.76,0.0,68.97,yfinance
PLTR260327P00155000,PLTR.US,PLTR,P,2026-03-27,9,155.0,152.77,1.46,5.95,1616,1463,1.104,961520.0,46.28,True,True,72.34,63.8,0.0,68.5,yfinance
DVN260417C50000.US,DVN.US,DVN,C,2026-04-17,30,50.0,48.16,3.82,1.34,553,8769,0.063,66823.0,36.4,True,True,86.21,46.74,0.0,68.45,longbridge
PLTR260327C00155000,PLTR.US,PLTR,C,2026-03-27,9,155.0,152.77,1.46,3.79,3254,4263,0.763,1233266.0,48.07,True,True,76.6,58.31,0.0,68.37,yfinance
JBHT260515P240000.US,JBHT.US,JBHT,P,2026-05-15,58,240.0,197.64,21.43,44.4,2,0,2.0,8910.0,49.7,True,True,81.82,51.88,0.0,68.35,longbridge
SNDK260515P500000.US,SNDK.US,SNDK,P,2026-05-15,58,500.0,753.69,-33.66,25.61,439,1099,0.399,1171731.0,112.4,True,True,78.95,55.0,0.0,68.17,longbridge
DHI260417C00150000,DHI.US,DHI,C,2026-04-17,30,150.0,137.25,9.29,1.85,418,83,4.976,77330.0,39.62,True,True,52.38,87.42,0.0,68.15,yfinance
JBHT260515P195000.US,JBHT.US,JBHT,P,2026-05-15,58,195.0,197.64,-1.34,12.1,7,84,0.082,8450.0,45.4,True,True,72.73,62.5,0.0,68.13,longbridge
CEG260327C00327500,CEG.US,CEG,C,2026-03-27,9,327.5,317.22,3.24,6.38,139,16,8.176,88682.0,50.6,True,True,50.0,90.0,0.0,68.0,yfinance
KBH260417C00065000,KBH.US,KBH,C,2026-04-17,30,65.0,53.2,22.18,0.2,5014,2169,2.311,100280.0,50.68,True,True,50.0,90.0,0.0,68.0,yfinance
WSM260515P00170000,WSM.US,WSM,P,2026-05-15,58,170.0,184.1,-7.66,5.82,412,11,34.333,239784.0,46.07,True,True,62.5,74.55,0.0,67.92,yfinance
PLTR260327C00160000,PLTR.US,PLTR,C,2026-03-27,9,160.0,152.77,4.73,1.91,7277,10929,0.666,1389907.0,45.61,True,True,78.72,54.65,0.0,67.89,yfinance
DOCN260515C00062500,DOCN.US,DOCN,C,2026-05-15,58,62.5,82.48,-24.22,27.15,2503,4043,0.619,6795645.0,103.59,True,True,100.0,28.24,0.0,67.71,yfinance
PLTR260417C00165000,PLTR.US,PLTR,C,2026-04-17,30,165.0,152.77,8.01,3.65,5312,10597,0.501,1938880.0,46.08,True,True,85.11,46.06,0.0,67.54,yfinance
KTOS260417C00095000,KTOS.US,KTOS,C,2026-04-17,30,95.0,93.04,2.11,7.4,113,266,0.423,83620.0,76.49,True,True,94.12,34.71,0.0,67.39,yfinance
JBL260417C00240000,JBL.US,JBL,C,2026-04-17,30,240.0,258.67,-7.22,25.28,20,1,10.0,50560.0,53.58,True,True,88.89,40.77,0.0,67.24,yfinance
AES260515P00021000,AES.US,AES,P,2026-05-15,58,21.0,14.18,48.1,6.75,60,27,2.143,40500.0,0.0,True,True,80.0,51.43,0.0,67.14,yfinance
PDD260410P00092000,PDD.US,PDD,P,2026-04-10,23,92.0,100.72,-8.66,1.91,1316,5,219.333,251356.0,54.83,True,True,50.0,88.05,0.0,67.12,yfinance
GME260501C00021000,GME.US,GME,C,2026-05-01,44,21.0,23.36,-10.1,3.04,369,53,6.833,112176.0,50.68,True,True,76.0,54.05,0.0,66.12,yfinance
JBL260417C00260000,JBL.US,JBL,C,2026-04-17,30,260.0,258.67,0.51,13.6,35,29,1.167,47600.0,47.31,True,True,77.78,51.54,0.0,65.97,yfinance
JBHT260515P180000.US,JBHT.US,JBHT,P,2026-05-15,58,180.0,197.64,-8.93,6.0,9,103,0.087,5750.0,45.0,True,True,63.64,68.75,0.0,65.94,longbridge
DVN260327C48500.US,DVN.US,DVN,C,2026-03-27,9,48.5,48.16,0.71,1.03,262,198,1.317,23721.0,37.8,True,True,55.17,79.07,0.0,65.92,longbridge
SNDK260515P850000.US,SNDK.US,SNDK,P,2026-05-15,58,850.0,753.69,12.78,180.0,48,2,16.0,869048.0,103.4,True,True,68.42,62.86,0.0,65.92,longbridge
CEG260327C00325000,CEG.US,CEG,C,2026-03-27,9,325.0,317.22,2.45,7.94,134,64,2.062,106396.0,50.69,True,True,53.33,80.22,0.0,65.43,yfinance
CIEN260417C00390000,CIEN.US,CIEN,C,2026-04-17,30,390.0,385.26,1.23,33.5,58,57,1.0,194300.0,78.88,True,True,75.56,52.99,0.0,65.4,yfinance
DHI260424P00130000,DHI.US,DHI,P,2026-04-24,37,130.0,137.25,-5.28,3.4,245,200,1.219,83300.0,46.0,True,True,61.9,69.68,0.0,65.4,yfinance
SNDK260515P750000.US,SNDK.US,SNDK,P,2026-05-15,58,750.0,753.69,-0.49,119.22,64,8,7.111,761752.0,104.7,True,True,57.89,74.29,0.0,65.27,longbridge
DVN260515C55000.US,DVN.US,DVN,C,2026-05-15,58,55.0,48.16,14.2,0.98,453,3215,0.141,39149.0,39.3,True,True,72.41,56.28,0.0,65.15,longbridge
FSLR260327P00202500,FSLR.US,FSLR,P,2026-03-27,9,202.5,197.81,2.37,8.7,65,36,1.757,56550.0,51.47,True,True,54.55,77.35,0.0,64.81,yfinance
TWLO260327C00104000,TWLO.US,TWLO,C,2026-03-27,9,104.0,126.55,-17.82,23.74,10,4,2.0,23740.0,104.05,True,True,80.0,45.95,0.0,64.68,yfinance
MUR260417C00037500,MUR.US,MUR,C,2026-04-17,30,37.5,38.17,-1.76,2.7,151,207,0.726,40770.0,52.34,True,True,60.0,68.57,0.0,63.86,yfinance
CVI260515C00035000,CVI.US,CVI,C,2026-05-15,58,35.0,32.91,6.35,2.6,1323,2361,0.56,343980.0,63.43,True,True,66.67,60.0,0.0,63.67,yfinance
DOCN260515P00062500,DOCN.US,DOCN,P,2026-05-15,58,62.5,82.48,-24.22,3.15,2514,4216,0.596,791910.0,89.65,True,True,95.65,24.12,0.0,63.46,yfinance
PTGX260417C00110000,PTGX.US,PTGX,C,2026-04-17,30,110.0,97.09,13.3,1.3,97,52,1.83,12610.0,52.56,True,True,33.33,100.0,0.0,63.33,yfinance
CEG260327P00340000,CEG.US,CEG,P,2026-03-27,9,340.0,317.22,7.18,36.4,138,386,0.357,502320.0,51.1,True,True,100.0,18.44,0.0,63.3,yfinance
JBL260327C00245000,JBL.US,JBL,C,2026-03-27,9,245.0,258.67,-5.28,17.9,25,8,2.778,44750.0,59.57,True,True,66.67,58.46,0.0,62.98,yfinance
ORA260515C00140000,ORA.US,ORA,C,2026-05-15,58,140.0,107.5,30.23,2.65,45,33,1.324,11925.0,56.2,True,True,50.0,78.33,0.0,62.75,yfinance
GME260417C00011000,GME.US,GME,C,2026-04-17,30,11.0,23.36,-52.91,13.2,192,47,4.0,253440.0,192.58,True,True,100.0,16.49,0.0,62.42,yfinance
PATH260417C00015000,PATH.US,PATH,C,2026-04-17,30,15.0,12.45,20.48,0.23,3776,2195,1.719,86848.0,65.82,True,True,54.17,72.22,0.0,62.29,yfinance
ORA260515P00105000,ORA.US,ORA,P,2026-05-15,58,105.0,107.5,-2.33,5.8,26,29,0.867,15080.0,42.79,True,True,75.0,46.67,0.0,62.25,yfinance
EOG260327C00118000,EOG.US,EOG,C,2026-03-27,9,118.0,137.52,-14.19,11.35,30,31,0.938,34050.0,93.6,True,True,72.73,49.09,0.0,62.09,yfinance
TWLO260327P00124000,TWLO.US,TWLO,P,2026-03-27,9,124.0,126.55,-2.02,4.45,26,12,2.0,11570.0,52.08,True,True,44.0,83.78,0.0,61.9,yfinance
DHI260417P00165000,DHI.US,DHI,P,2026-04-17,30,165.0,137.25,20.22,26.3,48,48,0.98,126240.0,45.53,True,True,85.71,32.58,0.0,61.8,yfinance
YELP260515C00020000,YELP.US,YELP,C,2026-05-15,58,20.0,24.32,-17.76,4.9,15,18,0.789,7350.0,58.2,True,True,83.33,34.44,0.0,61.33,yfinance
DOCN260402C00080000,DOCN.US,DOCN,C,2026-04-02,15,80.0,82.48,-3.01,9.4,109,19,5.45,102460.0,82.23,True,True,52.17,72.06,0.0,61.12,yfinance
INSP260417C00040000,INSP.US,INSP,C,2026-04-17,30,40.0,56.4,-29.08,18.0,7,16,0.412,12600.0,116.46,True,True,83.33,33.75,0.0,61.02,yfinance
NTNX260417P00065000,NTNX.US,NTNX,P,2026-04-17,30,65.0,41.47,56.74,18.2,30,30,0.968,54600.0,0.0,True,True,75.0,43.33,0.0,60.75,yfinance
FSLR260417P00310000,FSLR.US,FSLR,P,2026-04-17,30,310.0,197.81,56.72,99.35,17,0,17.0,168895.0,95.83,True,True,87.88,26.73,0.0,60.36,yfinance
TWLO260327C00105000,TWLO.US,TWLO,C,2026-03-27,9,105.0,126.55,-17.03,22.77,10,6,1.429,22770.0,99.71,True,True,76.0,41.08,0.0,60.29,yfinance
ALNY260417C00320000,ALNY.US,ALNY,C,2026-04-17,30,320.0,314.8,1.65,15.1,22,43,0.5,33220.0,46.3,True,True,66.67,52.5,0.0,60.29,yfinance
JBL260327C00275000,JBL.US,JBL,C,2026-03-27,9,275.0,258.67,6.31,1.89,154,32,4.667,29106.0,51.88,True,True,33.33,93.08,0.0,60.22,yfinance
AMT260515P180000.US,AMT.US,AMT,P,2026-05-15,58,180.0,180.69,-0.38,7.98,7,38,0.179,5666.0,31.6,True,True,70.0,48.0,0.0,60.1,longbridge
SRPT260327C00017000,SRPT.US,SRPT,C,2026-03-27,9,17.0,17.16,-0.93,1.25,77,18,4.053,9625.0,99.22,True,True,40.0,84.55,0.0,60.05,yfinance
DOCU260410P00048000,DOCU.US,DOCU,P,2026-04-10,23,48.0,48.9,-1.84,2.44,136,7,17.0,33184.0,54.64,True,True,64.71,54.0,0.0,59.89,yfinance
PDD260515C00120000,PDD.US,PDD,C,2026-05-15,58,120.0,100.72,19.14,2.09,1266,1125,1.124,264594.0,49.73,True,True,57.14,62.68,0.0,59.63,yfinance
NBIX260515P00160000,NBIX.US,NBIX,P,2026-05-15,58,160.0,130.71,22.41,33.0,4,4,0.8,13200.0,44.04,True,True,75.0,40.0,0.0,59.25,yfinance
EOG260402P00125000,EOG.US,EOG,P,2026-04-02,15,125.0,137.52,-9.1,0.57,423,513,0.823,24111.0,39.21,True,True,54.55,64.55,0.0,59.05,yfinance
INCY260417P00090000,INCY.US,INCY,P,2026-04-17,30,90.0,92.24,-2.43,2.27,25,74,0.333,5675.0,36.04,True,True,50.0,70.0,0.0,59.0,yfinance
WBD260417P00022000,WBD.US,WBD,P,2026-04-17,30,22.0,27.35,-19.56,0.25,4000,5857,0.683,100000.0,48.24,True,True,75.0,39.13,0.0,58.86,yfinance
SNDK260515P700000.US,SNDK.US,SNDK,P,2026-05-15,58,700.0,753.69,-7.12,92.9,91,163,0.555,857469.0,105.1,True,True,63.16,52.86,0.0,58.52,longbridge
NXT260515C00055000,NXT.US,NXT,C,2026-05-15,58,55.0,115.38,-52.33,48.5,20,26,0.741,97000.0,113.09,True,True,62.5,53.64,0.0,58.51,yfinance
PATH260402C00012000,PATH.US,PATH,C,2026-04-02,15,12.0,12.45,-3.61,1.0,1136,1445,0.786,113600.0,72.85,True,True,75.0,38.33,0.0,58.5,yfinance
FIVE260417P00200000,FIVE.US,FIVE,P,2026-04-17,30,200.0,212.47,-5.87,7.8,95,44,2.111,74100.0,56.74,True,True,57.14,60.0,0.0,58.43,yfinance
PATH260402P00013000,PATH.US,PATH,P,2026-04-02,15,13.0,12.45,4.42,0.89,689,36,18.622,61321.0,62.5,True,True,50.0,68.33,0.0,58.25,yfinance
WBD260515P00024000,WBD.US,WBD,P,2026-05-15,58,24.0,27.35,-12.25,0.07,5000,5011,0.998,35000.0,33.35,True,True,56.25,60.43,0.0,58.13,yfinance
HRMY260417P00037500,HRMY.US,HRMY,P,2026-04-17,30,37.5,27.85,34.65,9.41,10,9,1.0,9410.0,72.85,True,True,66.67,47.5,0.0,58.04,yfinance
AMKR260417C46000.US,AMKR.US,AMKR,C,2026-04-17,30,46.0,46.87,-1.86,4.8,51,230,0.221,20925.0,79.8,True,True,75.0,37.27,0.0,58.02,longbridge
DHI260417P00180000,DHI.US,DHI,P,2026-04-17,30,180.0,137.25,31.15,36.7,24,0,24.0,88080.0,74.83,True,True,66.67,47.42,0.0,58.01,yfinance
TWLO260417P00115000,TWLO.US,TWLO,P,2026-04-17,30,115.0,126.55,-9.13,2.67,71,116,0.607,18957.0,50.92,True,True,68.0,45.68,0.0,57.96,yfinance
WSM260417P00175000,WSM.US,WSM,P,2026-04-17,30,175.0,184.1,-4.94,5.0,774,1417,0.546,387000.0,45.89,True,True,87.5,21.82,0.0,57.94,yfinance
KTOS260402C00095000,KTOS.US,KTOS,C,2026-04-02,15,95.0,93.04,2.11,5.8,61,68,0.884,35380.0,75.56,True,True,50.0,67.45,0.0,57.85,yfinance
JBL260327C00250000,JBL.US,JBL,C,2026-03-27,9,250.0,258.67,-3.35,13.0,29,16,1.706,37700.0,53.02,True,True,55.56,60.0,0.0,57.56,yfinance
KTOS260417C00100000,KTOS.US,KTOS,C,2026-04-17,30,100.0,93.04,7.48,5.49,165,762,0.216,90585.0,76.22,True,True,100.0,4.9,0.0,57.21,yfinance
NBIX260515P00150000,NBIX.US,NBIX,P,2026-05-15,58,150.0,130.71,14.76,14.4,5,5,0.833,7200.0,52.22,True,True,50.0,66.0,0.0,57.2,yfinance
GME260327C00024500,GME.US,GME,C,2026-03-27,9,24.5,23.36,4.88,0.46,1729,2464,0.701,79534.0,56.84,True,True,60.0,53.78,0.0,57.2,yfinance
WBD260327P00027000,WBD.US,WBD,P,2026-03-27,9,27.0,27.35,-1.28,0.12,2015,1010,1.993,24180.0,18.75,True,True,50.0,65.22,0.0,56.85,yfinance
WBD260402C00028000,WBD.US,WBD,C,2026-04-02,15,28.0,27.35,2.38,0.1,1993,45,43.326,19930.0,25.0,True,True,43.75,72.61,0.0,56.74,yfinance
CTRA260417C00019000,CTRA.US,CTRA,C,2026-04-17,30,19.0,33.47,-43.23,11.4,20,0,20.0,22800.0,87.5,True,True,55.56,57.86,0.0,56.59,yfinance
NBIX260515C00155000,NBIX.US,NBIX,C,2026-05-15,58,155.0,130.71,18.58,1.9,25,29,0.833,4750.0,50.32,True,True,25.0,94.0,0.0,56.05,yfinance
SNDK260515C850000.US,SNDK.US,SNDK,C,2026-05-15,58,850.0,753.69,12.78,90.07,135,1022,0.132,1184932.0,102.8,True,True,84.21,21.43,0.0,55.96,longbridge
AMT260417C185000.US,AMT.US,AMT,C,2026-04-17,30,185.0,180.69,2.39,3.97,13,405,0.032,5121.0,26.5,True,True,60.0,50.67,0.0,55.8,longbridge
EOG260327C00117000,EOG.US,EOG,C,2026-03-27,9,117.0,137.52,-14.92,11.9,21,11,1.75,24990.0,97.14,True,True,63.64,46.06,0.0,55.73,yfinance
GME260417C00012000,GME.US,GME,C,2026-04-17,30,12.0,23.36,-48.63,11.62,194,126,1.528,225428.0,133.59,True,True,92.0,11.35,0.0,55.71,yfinance
NVT260417P00115000,NVT.US,NVT,P,2026-04-17,30,115.0,120.27,-4.38,3.42,207,28,7.138,70794.0,52.17,True,True,50.0,62.22,0.0,55.5,yfinance
TMDX260417P00145000,TMDX.US,TMDX,P,2026-04-17,30,145.0,113.21,28.08,29.7,80,8,8.889,237600.0,58.5,True,False,100.0,0.0,0.0,55.0,yfinance
SYNA260417P00075000,SYNA.US,SYNA,P,2026-04-17,30,75.0,72.36,3.65,5.9,10,25,0.385,5900.0,50.88,True,False,100.0,0.0,0.0,55.0,yfinance
FIVE260417P00170000,FIVE.US,FIVE,P,2026-04-17,30,170.0,212.47,-19.99,1.64,1273,5504,0.231,208772.0,58.28,True,False,100.0,0.0,0.0,55.0,yfinance
INSP260515P00120000,INSP.US,INSP,P,2026-05-15,58,120.0,56.4,112.77,61.29,4,18,0.211,24516.0,56.25,True,False,100.0,0.0,0.0,55.0,yfinance
PTGX260417C00065000,PTGX.US,PTGX,C,2026-04-17,30,65.0,97.09,-33.05,19.8,13,62,0.206,25740.0,70.7,True,False,100.0,0.0,0.0,55.0,yfinance
VRE260417C00015000,VRE.US,VRE,C,2026-04-17,30,15.0,18.85,-20.42,3.64,5,11,0.417,1820.0,113.48,True,False,100.0,0.0,0.0,55.0,yfinance
WT260417P00017500,WT.US,WT,P,2026-04-17,30,17.5,14.26,22.72,3.1,2,41,0.048,620.0,165.04,True,False,100.0,0.0,0.0,55.0,yfinance
NSIT260417C00085000,NSIT.US,NSIT,C,2026-04-17,30,85.0,73.62,15.46,4.6,10,34,0.286,4600.0,59.3,True,False,100.0,0.0,0.0,55.0,yfinance
PATH260515C00015000,PATH.US,PATH,C,2026-05-15,58,15.0,12.45,20.48,0.56,5756,103983,0.055,322336.0,68.75,True,False,100.0,0.0,0.0,55.0,yfinance
MUR260417C00040000,MUR.US,MUR,C,2026-04-17,30,40.0,38.17,4.79,1.6,337,8694,0.039,53920.0,51.81,True,False,100.0,0.0,0.0,55.0,yfinance
WBD260417P00027000,WBD.US,WBD,P,2026-04-17,30,27.0,27.35,-1.28,0.32,10514,92684,0.113,336448.0,15.04,True,False,100.0,0.0,0.0,55.0,yfinance
CWEN260515C00035000,CWEN.US,CWEN,C,2026-05-15,58,35.0,39.46,-11.3,5.1,21,254,0.082,10710.0,59.33,True,False,100.0,0.0,0.0,55.0,yfinance
ORA260515C00125000,ORA.US,ORA,C,2026-05-15,58,125.0,107.5,16.28,1.9,84,3539,0.024,15960.0,47.11,True,False,100.0,0.0,0.0,55.0,yfinance
D260417C00040000,D.US,D,C,2026-04-17,30,40.0,62.2,-35.69,23.35,78,0,78.0,182130.0,90.14,True,False,100.0,0.0,0.0,55.0,yfinance
AMH260417P00030000,AMH.US,AMH,P,2026-04-17,30,30.0,28.27,6.12,1.7,1,17,0.056,170.0,33.4,True,False,100.0,0.0,0.0,55.0,yfinance
CTRA260417C00030000,CTRA.US,CTRA,C,2026-04-17,30,30.0,33.47,-10.37,3.71,501,1968,0.254,185871.0,43.46,True,False,100.0,0.0,0.0,55.0,yfinance
NBIX260515C00115000,NBIX.US,NBIX,C,2026-05-15,58,115.0,130.71,-12.02,17.55,8,314,0.025,14040.0,56.65,True,False,100.0,0.0,0.0,55.0,yfinance
SRPT260515C00005000,SRPT.US,SRPT,C,2026-05-15,58,5.0,17.16,-70.86,16.7,20,35,0.556,33400.0,376.56,True,False,100.0,0.0,0.0,55.0,yfinance
SIG260417P00080000,SIG.US,SIG,P,2026-04-17,30,80.0,78.77,1.56,7.6,36,76,0.468,27360.0,69.09,True,True,77.78,26.92,0.0,54.89,yfinance
NXT260417C00075000,NXT.US,NXT,C,2026-04-17,30,75.0,115.38,-35.0,28.16,20,20,0.952,56320.0,95.31,True,True,50.0,59.09,0.0,54.09,yfinance
TWLO260402C00123000,TWLO.US,TWLO,C,2026-04-02,15,123.0,126.55,-2.81,7.6,20,20,0.952,15200.0,51.25,True,True,52.0,56.49,0.0,54.02,yfinance
PATH260417C00013000,PATH.US,PATH,C,2026-04-17,30,13.0,12.45,4.42,0.75,1786,3606,0.495,133950.0,67.09,True,True,83.33,18.06,0.0,53.96,yfinance
YELP260515P00033000,YELP.US,YELP,P,2026-05-15,58,33.0,24.32,35.69,3.9,13,13,0.929,5070.0,100.49,True,True,66.67,36.67,0.0,53.17,yfinance
INSM260515C00135000,INSM.US,INSM,C,2026-05-15,58,135.0,142.7,-5.4,16.9,30,42,0.698,50700.0,58.7,True,True,55.56,50.0,0.0,53.06,yfinance
GME260417C00025000,GME.US,GME,C,2026-04-17,30,25.0,23.36,7.02,0.75,3081,21197,0.145,231075.0,50.88,True,False,96.0,0.0,0.0,52.8,yfinance
EOG260417C00175000,EOG.US,EOG,C,2026-04-17,30,175.0,137.52,27.25,0.3,600,606,0.988,18000.0,62.21,True,True,31.82,77.58,0.0,52.41,yfinance
M260515C00012000,M.US,M,C,2026-05-15,58,12.0,17.72,-32.28,9.67,42,21,1.909,40614.0,369.73,True,False,94.12,0.0,0.0,51.77,yfinance
TMDX260417P00125000,TMDX.US,TMDX,P,2026-04-17,30,125.0,113.21,10.41,15.75,137,185,0.737,215775.0,58.85,True,True,80.0,17.14,0.0,51.71,yfinance
WBD260515P00027000,WBD.US,WBD,P,2026-05-15,58,27.0,27.35,-1.28,0.5,5041,21533,0.234,252050.0,19.83,True,False,93.75,0.0,0.0,51.56,yfinance
SRPT260410C00020500,SRPT.US,SRPT,C,2026-04-10,23,20.5,17.16,19.46,1.88,52,26,1.926,9776.0,91.99,True,True,53.33,48.18,0.0,51.01,yfinance
WSM260417C00210000,WSM.US,WSM,C,2026-04-17,30,210.0,184.1,14.07,1.65,792,214,3.684,130680.0,39.72,True,True,25.0,82.73,0.0,50.98,yfinance
JBHT260515P190000.US,JBHT.US,JBHT,P,2026-05-15,58,190.0,197.64,-3.87,10.4,5,51,0.096,5090.0,47.3,True,True,45.45,57.5,0.0,50.87,longbridge
GME260327C00025000,GME.US,GME,C,2026-03-27,9,25.0,23.36,7.02,0.33,2468,6993,0.353,81444.0,58.2,True,True,64.0,34.05,0.0,50.52,yfinance
PSTG260417C00075000,PSTG.US,PSTG,C,2026-04-17,30,75.0,64.39,16.48,0.9,341,342,0.994,30690.0,53.71,True,True,20.0,87.5,0.0,50.38,yfinance
EOG260417C00140000,EOG.US,EOG,C,2026-04-17,30,140.0,137.52,1.8,4.3,96,1574,0.061,41280.0,34.42,True,False,90.91,0.0,0.0,50.0,yfinance
GME260402C00023000,GME.US,GME,C,2026-04-02,15,23.0,23.36,-1.54,1.2,611,436,1.398,73320.0,53.22,True,True,52.0,47.03,0.0,49.76,yfinance
DOCU260327C00048000,DOCU.US,DOCU,C,2026-03-27,9,48.0,48.9,-1.84,2.2,155,153,1.006,34100.0,53.52,True,True,70.59,24.0,0.0,49.62,yfinance
WBD260424P00027000,WBD.US,WBD,P,2026-04-24,37,27.0,27.35,-1.28,0.35,500,65,7.576,17500.0,17.43,True,True,37.5,64.35,0.0,49.58,yfinance
AES260515P00017000,AES.US,AES,P,2026-05-15,58,17.0,14.18,19.89,3.0,164,1069,0.153,49200.0,59.57,True,False,90.0,0.0,0.0,49.5,yfinance
APLS260417C23000.US,APLS.US,APLS,C,2026-04-17,30,23.0,17.89,28.56,0.4,10,32,0.303,400.0,84.6,True,True,37.5,63.64,0.0,49.26,longbridge
DOCU260417C00050000,DOCU.US,DOCU,C,2026-04-17,30,50.0,48.9,2.25,2.6,262,1046,0.25,68120.0,52.54,True,False,88.24,0.0,0.0,48.53,yfinance
AMKR260417C47000.US,AMKR.US,AMKR,C,2026-04-17,30,47.0,46.87,0.28,3.75,34,98,0.343,12851.0,69.1,True,True,50.0,46.36,0.0,48.36,longbridge
WBD260417P00028000,WBD.US,WBD,P,2026-04-17,30,28.0,27.35,2.38,0.83,2607,9818,0.266,216381.0,14.06,True,False,87.5,0.0,0.0,48.13,yfinance
SRPT260417P00020000,SRPT.US,SRPT,P,2026-04-17,30,20.0,17.16,16.55,4.1,76,335,0.226,31160.0,123.14,True,False,86.67,0.0,0.0,47.67,yfinance
LUMN260417P00014000,LUMN.US,LUMN,P,2026-04-17,30,14.0,6.56,113.41,6.38,50,122,0.407,31900.0,202.73,True,False,86.67,0.0,0.0,47.67,yfinance
CORT260515C00025000,CORT.US,CORT,C,2026-05-15,58,25.0,33.3,-24.92,17.81,20,12,1.538,35620.0,88.18,True,True,57.14,36.0,0.0,47.63,yfinance
CORT260515P00060000,CORT.US,CORT,P,2026-05-15,58,60.0,33.3,80.18,22.98,23,68,0.333,52854.0,0.0,True,False,85.71,0.0,0.0,47.14,yfinance
DOCU260410P00047000,DOCU.US,DOCU,P,2026-04-10,23,47.0,48.9,-3.89,1.95,132,8,14.667,25740.0,50.71,True,True,47.06,47.2,0.0,47.12,yfinance
HUBB260417C00480000,HUBB.US,HUBB,C,2026-04-17,30,480.0,477.47,0.53,15.2,6,3,1.5,9120.0,41.6,True,True,50.0,43.33,0.0,47.0,yfinance
KTOS260515C00100000,KTOS.US,KTOS,C,2026-05-15,58,100.0,93.04,7.48,9.1,85,1162,0.073,77350.0,80.27,True,False,85.29,0.0,0.0,46.91,yfinance
JBHT260515C220000.US,JBHT.US,JBHT,C,2026-05-15,58,220.0,197.64,11.31,4.5,7,103,0.067,3200.0,36.5,True,True,36.36,58.75,0.0,46.44,longbridge
APLS260417C33000.US,APLS.US,APLS,C,2026-04-17,30,33.0,17.89,84.46,0.3,10,9,1.0,300.0,142.3,True,True,25.0,71.82,0.0,46.07,longbridge
INSM260417C00130000,INSM.US,INSM,C,2026-04-17,30,130.0,142.7,-8.9,16.0,30,45,0.652,48000.0,63.16,True,True,44.44,47.69,0.0,45.9,yfinance
KTOS260327C00084000,KTOS.US,KTOS,C,2026-03-27,9,84.0,93.04,-9.72,12.0,30,27,1.071,36000.0,87.5,True,True,58.82,29.02,0.0,45.41,yfinance
M260417C00017000,M.US,M,C,2026-04-17,30,17.0,17.72,-4.06,1.45,136,170,0.795,19720.0,52.93,True,True,64.71,21.2,0.0,45.13,yfinance
SYNA260417P00065000,SYNA.US,SYNA,P,2026-04-17,30,65.0,72.36,-10.17,1.5,15,15,0.938,2250.0,56.93,False,True,0.0,100.0,0.0,45.0,yfinance
MORN260417C00185000,MORN.US,MORN,C,2026-04-17,30,185.0,183.24,0.96,10.4,1,0,1.0,1040.0,42.8,False,True,0.0,100.0,0.0,45.0,yfinance
VRE260417P00015000,VRE.US,VRE,P,2026-04-17,30,15.0,18.85,-20.42,0.05,61,84,0.718,305.0,48.05,False,True,0.0,100.0,0.0,45.0,yfinance
AMH260417P00025000,AMH.US,AMH,P,2026-04-17,30,25.0,28.27,-11.57,0.25,4,3,1.0,100.0,43.65,False,True,0.0,100.0,0.0,45.0,yfinance
